eeg_mean,eeg_variance,EEG_feature
8553898.36334199,9.521451012836714e+16,1.0000000000000002
336287949081.2276,1.4398433780322309e+26,1.0000003420278447
1128226524331.1655,1.619029030691474e+27,1.0000038459253153
521383486209.6715,3.468336885875487e+26,1.0000008238866862
145838147209.90314,2.8530000029276556e+25,1.000000067771638
758251480477.4813,7.321810412425804e+26,1.0000017392607228
20431050.068460774,5.464590881624669e+17,1.0000000000000013
1502889814222.016,2.932526854355263e+27,1.0000069660759958
317418783542.0879,1.3173023259995007e+26,1.000000312918809
11575151.193998912,1.7108908300900384e+17,1.0000000000000004
20015890.017102182,5.042438726824967e+17,1.000000000000001
13702858.320735965,2.4032547116350608e+17,1.0000000000000007
14724622.033764353,2.759811631110773e+17,1.0000000000000007
10203821.844351614,1.4706096560168234e+17,1.0000000000000004
1084649425327.1538,1.5020843317429417e+27,1.0000035681288277
281887277854.64136,1.0076187952605487e+26,1.0000002393549812
8114044.836061178,8.618700540078688e+16,1.0000000000000002
31230784.30891164,1.8495596498713981e+18,1.0000000000000044
1533510939542.1843,3.07429404036781e+27,1.0000073028371035
281492987899.8109,1.0085088198249874e+26,1.0000002395664023
238658801776.18152,7.255001050481447e+25,1.0000001723390481
24397920.37090135,7.540308634129757e+17,1.0000000000000018
4329648.154275881,1.5955708752995104e+16,1.0
23383905.270002004,6.632206783205665e+17,1.0000000000000016
15633219.756538816,3.653274127426e+17,1.0000000000000009
259299653236.83035,8.617579550139833e+25,1.0000002047064427
3512075.018528963,8359421068629102.0,1.0
9720131.52364312,1.4033328792638251e+17,1.0000000000000002
378473083265.7843,1.836799520531878e+26,1.0000004363228603
236640079530.15295,7.108822854626808e+25,1.0000001688666555
9301036.545826707,1.3271190459927909e+17,1.0000000000000002
31746559776.69168,1.8390526593080126e+24,1.0000000043685808
4666655.106259741,2.4596981412368828e+16,1.0
164097138809.0209,3.4979737727843568e+25,1.0000000830926785
7310362.55385768,5.375706379382146e+16,1.0000000000000002
1468776913.7091422,2.7402064388331e+21,1.0000000000065092
11552892.276853956,1.9599548406963472e+17,1.0000000000000004
4444172.768586092,2.5024702770031308e+16,1.0
269675155071.5156,9.32176064671998e+25,1.0000002214339248
10534640.818388326,1.398407941372007e+17,1.0000000000000002
14535665.79549234,2.823910846740637e+17,1.0000000000000007
75368997941.97282,7.357359811821185e+24,1.0000000174770531
270678684.9529801,1.2085063451056315e+20,1.000000000000287
1661969317.2890098,3.4073129189976346e+21,1.000000000008094
4667138672671.102,2.7788901959452275e+28,1.0000660111952948
17555627.79743052,3.599422534004765e+17,1.0000000000000009
25188044.65031729,1.1774683714409416e+18,1.0000000000000029
108024951345.41743,1.4652692400625752e+25,1.0000000348067635
9904568.36676539,1.2270200424107432e+17,1.0000000000000002
3788976.799726612,9235779215105176.0,1.0
6780366.404162008,5.611403731432744e+16,1.0000000000000002
1126580566683.5515,1.6667713521040873e+27,1.0000039593348955
15319672.597660197,2.9844554474857805e+17,1.0000000000000007
10547194.180749042,1.489359454514276e+17,1.0000000000000004
7298693.118072432,6.824018035933727e+16,1.0000000000000002
677405047273.0928,5.895137574917238e+26,1.0000014003614763
822724909.0402566,4.056632183820378e+20,1.0000000000009637
20009739.979096156,4.9783163506561395e+17,1.000000000000001
12672809.040171241,2.1510866584345123e+17,1.0000000000000004
14516600645.758974,2.6054743045788837e+23,1.0000000006189178
10323126748.893824,6.983908533945457e+22,1.0000000001658993
58653881574.57198,4.4066016187562006e+24,1.0000000104676694
429006110838.25586,2.34163335152931e+26,1.0000005562437
12486534224.657972,1.2187181132865246e+23,1.0000000002895006
652370103212.3895,5.465558067231212e+26,1.0000012983169377
128976898544.992,2.1232311350186e+25,1.0000000504363307
22149862995814.74,6.27762318583277e+29,1.0014912190870728
12731403.505464021,2.0605355904480323e+17,1.0000000000000004
4823766732980.854,2.9628591523611704e+28,1.0000703812890566
5764990.826675378,4.546815721540631e+16,1.0
19494334.207654268,3.32020742721744e+17,1.0000000000000007
7558105477753.594,7.231386091346273e+28,1.0001717780861672
11444271.820491647,1.66735776015915e+17,1.0000000000000004
489612253688.6459,3.0471068182196363e+26,1.0000007238255169
7693705.033333006,6.701518967749452e+16,1.0000000000000002
23196318177.081524,6.894706077022647e+23,1.0000000016378041
15860487.195502628,3.163056549468881e+17,1.0000000000000007
7355682145765.78,6.824560042971774e+28,1.000162114129754
16123471.784069072,3.4430882765346886e+17,1.0000000000000009
7067420.7287751455,5.7517271792096296e+16,1.0000000000000002
7388382.789449048,7.1385083002970056e+16,1.0000000000000002
244423351728.1573,7.571653593357853e+25,1.0000001798609763
37824217.71828122,1.8280420846736125e+18,1.0000000000000042
